web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-99","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-100","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agil 100 EC","check_circle","100 g/l propaquizafop","2029. júl. 31.","gyomirtó szer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-101","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agility","check_circle","100 g/l diflufenikán, 500 g/l klórtoluron","2027. febr. 28.","gyomirtó szer","2027. febr. 28.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-102","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agipowder 772","check_circle","40 m/m% talkum, 40 m/m% titánium-dioxid","2031. febr. 28.","csávázási segédanyag","2031. febr. 28.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c6f40030c4c49187/thumbnail.png"
"1769693586-103","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agipowder 773","check_circle","80 m/m% talkum, 25 m/m% titánium-dioxid","2032. jún. 30.","csávázási segédanyag","2032. jún. 30.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c6f40030c4c49187/thumbnail.png"
"1769693586-104","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agipowder 777","check_circle","50 m/m% talkum","2034. dec. 31.","csávázási segédanyag","2034. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c6f40030c4c49187/thumbnail.png"
"1769693586-105","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-106","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agria Izoforam","check_circle","22,5 g/l foramszulfuron, 22,5 g/l izoxadifen-etil","2026. nov. 30.","gyomirtó szer","2026. nov. 30.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-107","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agria Penkonazol","check_circle","100 g/l penkonazol","2028. máj. 31.","gombaölő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-108","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agria Tebu","check_circle","250 g/l tebukonazol","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-109","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDeal - Bingo Gold+","package_2","5 ha/csomag: kukorica","3x1 l Kamba 480 SL","5 l Agrideal-Nico 40 OD","","","5 l Agrideal-Trion 100 SC","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-110","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDeal - Kalász-Duo","package_2","árpa, búza","1x5l Barclay Hurler 200","1 l Silk Star","","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-111","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-112","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDeal-Acet 200 SE","check_circle","200 g/l acetamiprid","2034. febr. 28.","rovarölő szer","2034. febr. 28.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-113","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Azoxi 25","check_circle","250 g/l azoxistrobin","2028. máj. 31.","gombaölő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-114","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Delta 50 CS","check_circle","50 g/l deltametrin","2027. aug. 15.","rovarölő szer","2027. aug. 15.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-115","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-DFF 500 SC","check_circle","500 g/l diflufenikán","2026. okt. 31.","gyomirtó szer","2026. okt. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-116","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Difi 250","check_circle","250 g/l difenokonazol","2027. márc. 15.","gombaölő szer","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-117","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-118","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Fenop 110 EC","check_circle","110 g/l fenoxaprop-P-etil, 120,4 g/l mefenpir-dietil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-119","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDEAL-FloMeTri 700 WG","check_circle","165 g/kg floraszulam, 135 g/kg metszulfuron-metil, 400 g/kg tribenuron-metil","2027. márc. 31.","gyomirtó szer","2027. márc. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-120","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Flufen 500 SC","warning","500 g/l flufenacet","2026. dec. 10.","gyomirtó szer","","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-121","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Kloma 360","check_circle","360 g/l klomazon","2029. aug. 31.","gyomirtó szer","2029. aug. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-122","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Klopira 300 SL","check_circle","300 g/l klopiralid","2037. szept. 30.","gyomirtó szer","2037. szept. 30.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-123","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-124","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Nico 40 OD","check_circle","40 g/l nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-125","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-NTF 114 OD","check_circle","10 g/l floraszulam, 80 g/l nikoszulfuron, 24 g/l tifenszulfuron-metil","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-126","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDeal-Remox 520 WG","check_circle","60 g/kg cimoxanil, 461 g/kg réz-hidroxid","2028. febr. 28.","gombaölő szer","2028. febr. 28.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-127","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Rimon 25 SG","check_circle","250 g/kg rimszulfuron","2026. okt. 31.","gyomirtó szer","2026. okt. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-128","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgriDEAL-STALION 306 SE","check_circle","300 g/l 2,4-D, 6,25 g/l floraszulam","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-129","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-130","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Tebu 500 SC","check_circle","500 g/l tebukonazol","2027. aug. 15.","gombaölő szer","2027. aug. 15.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-131","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Triaza 375 SC","check_circle","200 g/l azoxistrobin, 175 g/l protiokonazol","2026. aug. 15.","gombaölő szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-132","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrideal-Trion 100 SC","check_circle","100 g/l mezotrion","2033. máj. 31.","gyomirtó szer","2033. máj. 31.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-133","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrimec Pro","error","18 g/l abamektin","2023. aug. 31.","rovarölő szer","","2023. aug. 31.","",""
"1769693586-134","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrizole 250 EC","check_circle","250 g/l difenokonazol","2027. márc. 15.","gombaölő szer","2027. márc. 15.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-135","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-136","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrizole XL","check_circle","500 g/l difenokonazol","2027. márc. 15.","gombaölő permetezőszer","2027. márc. 15.","","",""
"1769693586-137","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgroBio Atka","check_circle","makroszervezet(ek)","2026. aug. 8.","makroszervezet","2026. aug. 8.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f500135abd0f66/thumbnail.png"
"1769693586-138","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgroBio Fürkészdarázs","check_circle","makroszervezet(ek)","2026. aug. 8.","makroszervezet","2026. aug. 8.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f500135abd0f66/thumbnail.png"
"1769693586-139","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AgroBio Poloska","check_circle","makroszervezet(ek)","2026. aug. 8.","makroszervezet","2026. aug. 8.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f500135abd0f66/thumbnail.png"
"1769693586-140","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrokén","check_circle","1,5 m/m% etoxilált zsíralkohol, 58 m/m% paraffinolaj, 7,5 m/m% poliszulfidkén","2027. nov. 30.","lemosó szer","2027. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f5001afb1c3107/thumbnail.png"
"1769693586-141","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-142","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrometabi","check_circle","95 m/m% kálium-metabiszulfit","2035. márc. 31.","növényápoló szer","2035. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f5001afb1c3107/thumbnail.png"
"1769693586-143","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agrometry - Asahi SL + Bórneo 150","package_2","16,6 ha/csomag: cukorrépa, dohány, görögdinnye, káposztarepce, kukorica, málna, meggy, napraforgó, ribiszke, sárgadinnye, szamóca, szőlő","20 l Asahi SL","","","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-144","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agropon","check_circle","5 % emulgeátor, 95 % fehérolaj","2030. dec. 31.","permetezőszer segédanyag","2030. dec. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-145","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Agroxone 75","check_circle","750 g/l MCPA (DMA-só)","2029. okt. 31.","gyomirtó szer","2029. okt. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-146","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Akris Protect","check_circle","280 g/l dimeténamid-P, 250 g/l terbutilazin","2028. máj. 31.","gyomirtó szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-147","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-148","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Akris SE","check_circle","280 g/l dimeténamid-P, 250 g/l terbutilazin","2028. máj. 31.","gyomirtó szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-149","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","AktyShield","check_circle","726 g/l kálium-foszfonát","2027. jan. 31.","gombaölő szer","2027. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-150","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Aladin","check_circle","100 g/l propaquizafop","2029. júl. 31.","gyomirtó szer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-151","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alar 85","check_circle","851,4 g/kg daminozid","2026. júl. 31.","növekedés szabályzó szer","2026. júl. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-152","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alcedo","check_circle","100 g/l tetrakonazol","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-153","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-154","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alcoban WG","check_circle","700 g/kg ditianon","2029. márc. 31.","gombaölő szer","2029. márc. 31.","","counter_1","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-155","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Aleavi","check_circle","500 g/l pelargonsav","2029. márc. 31.","gyomirtó szer","2029. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-156","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alfa Solo","check_circle","250 g/l difenokonazol","2028. máj. 31.","gombaölő szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-157","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alfil Triple WG","check_circle","40 g/kg cimoxanil, 250 g/kg folpet, 500 g/kg foszetil-Al","2029. aug. 31.","gombaölő permetezőszer","2029. aug. 31.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-158","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alginure-342","check_circle","342 g/l kálium-foszfonát","2027. jan. 1.","gombaölő szer","2027. jan. 1.","","",""
"1769693586-159","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-160","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Aliette 80 WG","check_circle","800 g/kg foszetil-AI","2029. ápr. 30.","gombaölő szer","2029. ápr. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-161","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alios","check_circle","300 g/l tritikonazol","2028. jan. 31.","csávázószer (gombaölő)","2028. jan. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-162","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alitis","check_circle","62,5 g/l fluopikolid, 625 g/l propamokarb hidroklorid","2027. szept. 30.","gombaölő permetezőszer","2027. szept. 30.","","",""
"1769693586-163","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","ALL-IN","check_circle","360 g/l glifozát","2028. dec. 31.","gyomirtó szer","2028. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c704002414f8c4a9/thumbnail.png"
"1769693586-164","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alliance 660 WG","check_circle","600 g/kg diflufenikán, 60 g/kg metszulfuron-metil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-165","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-166","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ally 20 SX","check_circle","200 g/kg metszulfuron-metil","2029. márc. 31.","gyomirtó szer","2029. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-167","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ally Max SX","check_circle","143 g/kg metszulfuron-metil, 143 g/kg tribenuron-metil","2027. aug. 31.","gyomirtó szer","2027. aug. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-168","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alphaguard","check_circle","200 g/kg acetamiprid","2034. febr. 28.","rovarölő szer","2034. febr. 28.","","",""
"1769693586-169","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alsystin 480 SC","error","480 g/l triflumuron","2021. jún. 30.","rovarölő szer","","2021. jún. 30.","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-170","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Altair 1,6 MG","check_circle","16 g/kg cipermetrin","2030. jan. 31.","rovarölő szer","2030. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-171","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-172","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Alteox T Prima","check_circle","90 m/m% etoxilált izodecil alkohol","2035. nov. 30.","permetezőszer segédanyag","2035. nov. 30.","","",""
"1769693586-173","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Altima","check_circle","500 g/l fluazinam","2029. júl. 31.","gombaölő szer","2029. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-174","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Altruza","check_circle","40 g/l imazamox","2028. jún. 30.","gyomirtó szer","2028. jún. 30.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-175","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ambora","check_circle","607 g/l propamokarb","2026. jún. 15.","gombaölő szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c72800396ea3aa69/thumbnail.jpg"
"1769693586-176","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ambora Duo","check_circle","50 g/l cimoxanil, 334,6 g/l propamokarb","2026. jún. 15.","gombaölő permetezőszer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c72800396ea3aa69/thumbnail.jpg"
"1769693586-177","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-178","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ambrossio 500 SC","check_circle","500 g/l tebukonazol","2027. aug. 15.","gombaölő szer","2027. aug. 15.","","",""
"1769693586-179","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Amega Free","error","360 g/l glifozát","2024. ápr. 11.","gyomirtó szer","","2024. ápr. 11.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
